NCTId,gpt4o_zs_gen_scores,gpt4o_ts_gen_scores,llama3_70b_it_zs_gen_scores,llama3_70b_it_ts_gen_scores
NCT02168309,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.2727272727272727, ""recall"": 0.5, ""f1"": 0.3529411764705882}","{""precision"": 0.0625, ""recall"": 0.16666666666666666, ""f1"": 0.09090909090909091}","{""precision"": 0.36363636363636365, ""recall"": 0.6666666666666666, ""f1"": 0.4705882352941177}"
NCT02168660,"{""precision"": 0.0625, ""recall"": 0.16666666666666666, ""f1"": 0.09090909090909091}","{""precision"": 0.2727272727272727, ""recall"": 0.5, ""f1"": 0.3529411764705882}","{""precision"": 0.1, ""recall"": 0.16666666666666666, ""f1"": 0.125}","{""precision"": 0.3, ""recall"": 0.5, ""f1"": 0.37499999999999994}"
NCT02171429,"{""precision"": 0.10526315789473684, ""recall"": 0.25, ""f1"": 0.14814814814814814}","{""precision"": 0.2857142857142857, ""recall"": 0.5, ""f1"": 0.36363636363636365}","{""precision"": 0.14285714285714285, ""recall"": 0.25, ""f1"": 0.18181818181818182}","{""precision"": 0.36363636363636365, ""recall"": 0.5, ""f1"": 0.4210526315789474}"
NCT02175212,"{""precision"": 0.06666666666666667, ""recall"": 0.09090909090909091, ""f1"": 0.07692307692307691}","{""precision"": 0.3, ""recall"": 0.2727272727272727, ""f1"": 0.28571428571428564}","{""precision"": 0.16666666666666666, ""recall"": 0.18181818181818182, ""f1"": 0.17391304347826086}","{""precision"": 0.3333333333333333, ""recall"": 0.2727272727272727, ""f1"": 0.3}"
NCT02182830,"{""precision"": 0.10526315789473684, ""recall"": 0.3333333333333333, ""f1"": 0.16}","{""precision"": 0.23076923076923078, ""recall"": 0.5, ""f1"": 0.3157894736842105}","{""precision"": 0.21428571428571427, ""recall"": 0.5, ""f1"": 0.3}","{""precision"": 0.25, ""recall"": 0.5, ""f1"": 0.3333333333333333}"
NCT02182895,"{""precision"": 0.05555555555555555, ""recall"": 0.16666666666666666, ""f1"": 0.08333333333333333}","{""precision"": 0.4444444444444444, ""recall"": 0.6666666666666666, ""f1"": 0.5333333333333333}","{""precision"": 0.06666666666666667, ""recall"": 0.16666666666666666, ""f1"": 0.09523809523809522}","{""precision"": 0.2, ""recall"": 0.5, ""f1"": 0.28571428571428575}"
NCT02186652,"{""precision"": 0.05555555555555555, ""recall"": 0.09090909090909091, ""f1"": 0.06896551724137931}","{""precision"": 0.21428571428571427, ""recall"": 0.2727272727272727, ""f1"": 0.23999999999999996}","{""precision"": 0.2857142857142857, ""recall"": 0.36363636363636365, ""f1"": 0.32}","{""precision"": 0.6, ""recall"": 0.5454545454545454, ""f1"": 0.5714285714285713}"
NCT02191137,"{""precision"": 0.13333333333333333, ""recall"": 0.2222222222222222, ""f1"": 0.16666666666666669}","{""precision"": 0.4, ""recall"": 0.4444444444444444, ""f1"": 0.4210526315789474}","{""precision"": 0.13333333333333333, ""recall"": 0.2222222222222222, ""f1"": 0.16666666666666669}","{""precision"": 0.3, ""recall"": 0.3333333333333333, ""f1"": 0.3157894736842105}"
NCT02192905,"{""precision"": 0.07692307692307693, ""recall"": 0.25, ""f1"": 0.11764705882352941}","{""precision"": 0.4, ""recall"": 0.5, ""f1"": 0.4444444444444445}","{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.45454545454545453, ""recall"": 0.625, ""f1"": 0.5263157894736842}"
NCT02194465,"{""precision"": 0.1875, ""recall"": 0.2727272727272727, ""f1"": 0.2222222222222222}","{""precision"": 0.5454545454545454, ""recall"": 0.5454545454545454, ""f1"": 0.5454545454545454}","{""precision"": 0.3076923076923077, ""recall"": 0.36363636363636365, ""f1"": 0.33333333333333337}","{""precision"": 0.6, ""recall"": 0.5454545454545454, ""f1"": 0.5714285714285713}"
NCT02196701,"{""precision"": 0.043478260869565216, ""recall"": 0.16666666666666666, ""f1"": 0.06896551724137931}","{""precision"": 0.25, ""recall"": 0.6666666666666666, ""f1"": 0.36363636363636365}","{""precision"": 0.18181818181818182, ""recall"": 0.3333333333333333, ""f1"": 0.23529411764705885}","{""precision"": 0.4, ""recall"": 0.6666666666666666, ""f1"": 0.5}"
NCT02201212,"{""precision"": 0.04, ""recall"": 0.16666666666666666, ""f1"": 0.06451612903225806}","{""precision"": 0.3076923076923077, ""recall"": 0.6666666666666666, ""f1"": 0.42105263157894735}","{""precision"": 0.1111111111111111, ""recall"": 0.3333333333333333, ""f1"": 0.16666666666666666}","{""precision"": 0.23529411764705882, ""recall"": 0.6666666666666666, ""f1"": 0.3478260869565218}"
NCT02203916,"{""precision"": 0.13333333333333333, ""recall"": 0.18181818181818182, ""f1"": 0.15384615384615383}","{""precision"": 0.25, ""recall"": 0.36363636363636365, ""f1"": 0.2962962962962963}","{""precision"": 0.13333333333333333, ""recall"": 0.18181818181818182, ""f1"": 0.15384615384615383}","{""precision"": 0.2727272727272727, ""recall"": 0.2727272727272727, ""f1"": 0.2727272727272727}"
NCT02211014,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.21428571428571427, ""recall"": 0.5, ""f1"": 0.3}","{""precision"": 0.058823529411764705, ""recall"": 0.16666666666666666, ""f1"": 0.08695652173913045}","{""precision"": 0.2, ""recall"": 0.5, ""f1"": 0.28571428571428575}"
NCT02211131,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.13333333333333333, ""recall"": 0.3333333333333333, ""f1"": 0.19047619047619044}","{""precision"": 0.08333333333333333, ""recall"": 0.16666666666666666, ""f1"": 0.1111111111111111}","{""precision"": 0.2, ""recall"": 0.3333333333333333, ""f1"": 0.25}"
NCT02214017,"{""precision"": 0.0625, ""recall"": 0.125, ""f1"": 0.08333333333333333}","{""precision"": 0.36363636363636365, ""recall"": 0.5, ""f1"": 0.4210526315789474}","{""precision"": 0.16666666666666666, ""recall"": 0.25, ""f1"": 0.2}","{""precision"": 0.3333333333333333, ""recall"": 0.375, ""f1"": 0.35294117647058826}"
NCT02214186,"{""precision"": 0.2, ""recall"": 0.4, ""f1"": 0.26666666666666666}","{""precision"": 0.29411764705882354, ""recall"": 0.5, ""f1"": 0.37037037037037035}","{""precision"": 0.2, ""recall"": 0.4, ""f1"": 0.26666666666666666}","{""precision"": 0.5, ""recall"": 0.5, ""f1"": 0.5}"
NCT02215967,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.17647058823529413, ""recall"": 0.5, ""f1"": 0.2608695652173913}","{""precision"": 0.045454545454545456, ""recall"": 0.16666666666666666, ""f1"": 0.07142857142857144}","{""precision"": 0.14285714285714285, ""recall"": 0.5, ""f1"": 0.22222222222222224}"
NCT02220894,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.15384615384615385, ""recall"": 0.3333333333333333, ""f1"": 0.21052631578947367}","{""precision"": 0.23076923076923078, ""recall"": 0.5, ""f1"": 0.3157894736842105}","{""precision"": 0.1, ""recall"": 0.3333333333333333, ""f1"": 0.15384615384615383}"
NCT02224820,"{""precision"": 0.07142857142857142, ""recall"": 0.3333333333333333, ""f1"": 0.11764705882352941}","{""precision"": 0.1, ""recall"": 0.16666666666666666, ""f1"": 0.125}","{""precision"": 0.125, ""recall"": 0.3333333333333333, ""f1"": 0.18181818181818182}","{""precision"": 0.18181818181818182, ""recall"": 0.3333333333333333, ""f1"": 0.23529411764705885}"
NCT02227862,"{""precision"": 0.2857142857142857, ""recall"": 0.3333333333333333, ""f1"": 0.30769230769230765}","{""precision"": 0.7272727272727273, ""recall"": 0.6666666666666666, ""f1"": 0.6956521739130435}","{""precision"": 0.06666666666666667, ""recall"": 0.08333333333333333, ""f1"": 0.07407407407407407}","{""precision"": 0.5555555555555556, ""recall"": 0.4166666666666667, ""f1"": 0.4761904761904762}"
NCT02229214,"{""precision"": 0.2, ""recall"": 0.42857142857142855, ""f1"": 0.27272727272727276}","{""precision"": 0.2, ""recall"": 0.2857142857142857, ""f1"": 0.23529411764705882}","{""precision"": 0.125, ""recall"": 0.2857142857142857, ""f1"": 0.17391304347826086}","{""precision"": 0.2857142857142857, ""recall"": 0.5714285714285714, ""f1"": 0.38095238095238093}"
NCT02229552,"{""precision"": 0.1111111111111111, ""recall"": 0.1111111111111111, ""f1"": 0.1111111111111111}","{""precision"": 0.4, ""recall"": 0.4444444444444444, ""f1"": 0.4210526315789474}","{""precision"": 0.08333333333333333, ""recall"": 0.1111111111111111, ""f1"": 0.09523809523809525}","{""precision"": 0.2727272727272727, ""recall"": 0.3333333333333333, ""f1"": 0.3}"
NCT02230891,"{""precision"": 0.03571428571428571, ""recall"": 0.125, ""f1"": 0.05555555555555556}","{""precision"": 0.25, ""recall"": 0.5, ""f1"": 0.3333333333333333}","{""precision"": 0.1111111111111111, ""recall"": 0.25, ""f1"": 0.15384615384615383}","{""precision"": 0.25, ""recall"": 0.5, ""f1"": 0.3333333333333333}"
NCT02232126,"{""precision"": 0.25, ""recall"": 0.19047619047619047, ""f1"": 0.2162162162162162}","{""precision"": 0.5333333333333333, ""recall"": 0.38095238095238093, ""f1"": 0.4444444444444444}","{""precision"": 0.42857142857142855, ""recall"": 0.2857142857142857, ""f1"": 0.34285714285714286}","{""precision"": 0.8888888888888888, ""recall"": 0.38095238095238093, ""f1"": 0.5333333333333333}"
NCT02234063,"{""precision"": 0.25, ""recall"": 0.3333333333333333, ""f1"": 0.28571428571428575}","{""precision"": 0.3076923076923077, ""recall"": 0.3333333333333333, ""f1"": 0.32}","{""precision"": 0.26666666666666666, ""recall"": 0.3333333333333333, ""f1"": 0.2962962962962963}","{""precision"": 0.3, ""recall"": 0.25, ""f1"": 0.2727272727272727}"
NCT02234141,"{""precision"": 0.25, ""recall"": 0.35714285714285715, ""f1"": 0.2941176470588235}","{""precision"": 0.42857142857142855, ""recall"": 0.42857142857142855, ""f1"": 0.42857142857142855}","{""precision"": 0.23809523809523808, ""recall"": 0.35714285714285715, ""f1"": 0.2857142857142857}","{""precision"": 0.29411764705882354, ""recall"": 0.35714285714285715, ""f1"": 0.3225806451612903}"
NCT02237079,"{""precision"": 0.375, ""recall"": 0.21428571428571427, ""f1"": 0.2727272727272727}","{""precision"": 0.5333333333333333, ""recall"": 0.5714285714285714, ""f1"": 0.5517241379310344}","{""precision"": 0.14285714285714285, ""recall"": 0.21428571428571427, ""f1"": 0.17142857142857143}","{""precision"": 0.5833333333333334, ""recall"": 0.5, ""f1"": 0.5384615384615384}"
NCT02237157,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.1875, ""recall"": 0.5, ""f1"": 0.2727272727272727}","{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.15, ""recall"": 0.5, ""f1"": 0.23076923076923075}"
NCT02239679,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.4444444444444444, ""recall"": 0.6666666666666666, ""f1"": 0.5333333333333333}","{""precision"": 0.058823529411764705, ""recall"": 0.16666666666666666, ""f1"": 0.08695652173913045}","{""precision"": 0.2727272727272727, ""recall"": 0.5, ""f1"": 0.3529411764705882}"
NCT02243202,"{""precision"": 0.15, ""recall"": 0.375, ""f1"": 0.21428571428571425}","{""precision"": 0.6, ""recall"": 0.75, ""f1"": 0.6666666666666665}","{""precision"": 0.29411764705882354, ""recall"": 0.625, ""f1"": 0.4}","{""precision"": 0.75, ""recall"": 0.75, ""f1"": 0.75}"
NCT02244424,"{""precision"": 0.35714285714285715, ""recall"": 0.3125, ""f1"": 0.3333333333333333}","{""precision"": 0.6, ""recall"": 0.375, ""f1"": 0.4615384615384615}","{""precision"": 0.42857142857142855, ""recall"": 0.375, ""f1"": 0.39999999999999997}","{""precision"": 0.6153846153846154, ""recall"": 0.5, ""f1"": 0.5517241379310345}"
NCT02246413,"{""precision"": 0.07142857142857142, ""recall"": 0.25, ""f1"": 0.11111111111111112}","{""precision"": 0.35294117647058826, ""recall"": 0.75, ""f1"": 0.48}","{""precision"": 0.125, ""recall"": 0.25, ""f1"": 0.16666666666666666}","{""precision"": 0.46153846153846156, ""recall"": 0.75, ""f1"": 0.5714285714285714}"
NCT02248688,"{""precision"": 0.10714285714285714, ""recall"": 0.15, ""f1"": 0.125}","{""precision"": 0.4, ""recall"": 0.2, ""f1"": 0.26666666666666666}","{""precision"": 0.10714285714285714, ""recall"": 0.15, ""f1"": 0.125}","{""precision"": 0.35714285714285715, ""recall"": 0.25, ""f1"": 0.2941176470588235}"
NCT02248714,"{""precision"": 0.4, ""recall"": 0.3157894736842105, ""f1"": 0.35294117647058826}","{""precision"": 0.5, ""recall"": 0.2631578947368421, ""f1"": 0.3448275862068966}","{""precision"": 0.3333333333333333, ""recall"": 0.21052631578947367, ""f1"": 0.2580645161290323}","{""precision"": 0.7142857142857143, ""recall"": 0.2631578947368421, ""f1"": 0.3846153846153846}"
NCT02248857,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.25, ""recall"": 0.5, ""f1"": 0.3333333333333333}","{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.3333333333333333, ""recall"": 0.5, ""f1"": 0.4}"
NCT02248961,"{""precision"": 0.3157894736842105, ""recall"": 0.6, ""f1"": 0.41379310344827586}","{""precision"": 0.4666666666666667, ""recall"": 0.7, ""f1"": 0.56}","{""precision"": 0.2857142857142857, ""recall"": 0.4, ""f1"": 0.3333333333333333}","{""precision"": 0.46153846153846156, ""recall"": 0.6, ""f1"": 0.5217391304347826}"
NCT02249091,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.3333333333333333, ""recall"": 0.8333333333333334, ""f1"": 0.47619047619047616}","{""precision"": 0.07142857142857142, ""recall"": 0.16666666666666666, ""f1"": 0.1}","{""precision"": 0.21428571428571427, ""recall"": 0.5, ""f1"": 0.3}"
NCT02251717,"{""precision"": 0.38461538461538464, ""recall"": 0.4166666666666667, ""f1"": 0.4}","{""precision"": 0.7, ""recall"": 0.5833333333333334, ""f1"": 0.6363636363636365}","{""precision"": 0.4, ""recall"": 0.5, ""f1"": 0.4444444444444445}","{""precision"": 0.4117647058823529, ""recall"": 0.5833333333333334, ""f1"": 0.4827586206896552}"
NCT02258074,"{""precision"": 0.19047619047619047, ""recall"": 0.2222222222222222, ""f1"": 0.20512820512820512}","{""precision"": 0.6923076923076923, ""recall"": 0.5, ""f1"": 0.5806451612903226}","{""precision"": 0.23076923076923078, ""recall"": 0.3333333333333333, ""f1"": 0.27272727272727276}","{""precision"": 0.34782608695652173, ""recall"": 0.4444444444444444, ""f1"": 0.3902439024390244}"
NCT02258373,"{""precision"": 0.125, ""recall"": 0.23076923076923078, ""f1"": 0.16216216216216217}","{""precision"": 0.3333333333333333, ""recall"": 0.46153846153846156, ""f1"": 0.3870967741935484}","{""precision"": 0.21428571428571427, ""recall"": 0.23076923076923078, ""f1"": 0.22222222222222224}","{""precision"": 0.25, ""recall"": 0.3076923076923077, ""f1"": 0.27586206896551724}"
NCT02259010,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.5, ""recall"": 0.625, ""f1"": 0.5555555555555556}","{""precision"": 0.125, ""recall"": 0.125, ""f1"": 0.125}","{""precision"": 0.4166666666666667, ""recall"": 0.625, ""f1"": 0.5}"
NCT02260531,"{""precision"": 0.10344827586206896, ""recall"": 0.23076923076923078, ""f1"": 0.14285714285714288}","{""precision"": 0.42857142857142855, ""recall"": 0.46153846153846156, ""f1"": 0.4444444444444445}","{""precision"": 0.21428571428571427, ""recall"": 0.23076923076923078, ""f1"": 0.22222222222222224}","{""precision"": 0.6363636363636364, ""recall"": 0.5384615384615384, ""f1"": 0.5833333333333334}"
NCT02269943,"{""precision"": 0.043478260869565216, ""recall"": 0.125, ""f1"": 0.06451612903225806}","{""precision"": 0.2727272727272727, ""recall"": 0.375, ""f1"": 0.3157894736842105}","{""precision"": 0.05, ""recall"": 0.125, ""f1"": 0.07142857142857144}","{""precision"": 0.15789473684210525, ""recall"": 0.375, ""f1"": 0.22222222222222218}"
NCT02270255,"{""precision"": 0.05263157894736842, ""recall"": 0.14285714285714285, ""f1"": 0.07692307692307693}","{""precision"": 0.2727272727272727, ""recall"": 0.42857142857142855, ""f1"": 0.33333333333333326}","{""precision"": 0.07692307692307693, ""recall"": 0.14285714285714285, ""f1"": 0.1}","{""precision"": 0.3, ""recall"": 0.42857142857142855, ""f1"": 0.3529411764705882}"
NCT02273180,"{""precision"": 0.29411764705882354, ""recall"": 0.45454545454545453, ""f1"": 0.35714285714285715}","{""precision"": 0.38461538461538464, ""recall"": 0.45454545454545453, ""f1"": 0.41666666666666663}","{""precision"": 0.16666666666666666, ""recall"": 0.18181818181818182, ""f1"": 0.17391304347826086}","{""precision"": 0.4, ""recall"": 0.36363636363636365, ""f1"": 0.380952380952381}"
NCT02274844,"{""precision"": 0.3333333333333333, ""recall"": 0.46153846153846156, ""f1"": 0.3870967741935484}","{""precision"": 0.7, ""recall"": 0.5384615384615384, ""f1"": 0.608695652173913}","{""precision"": 0.4444444444444444, ""recall"": 0.6153846153846154, ""f1"": 0.5161290322580646}","{""precision"": 0.5555555555555556, ""recall"": 0.38461538461538464, ""f1"": 0.4545454545454546}"
NCT02274948,"{""precision"": 0.25, ""recall"": 0.5, ""f1"": 0.3333333333333333}","{""precision"": 0.3333333333333333, ""recall"": 0.5, ""f1"": 0.4}","{""precision"": 0.25, ""recall"": 0.5, ""f1"": 0.3333333333333333}","{""precision"": 0.375, ""recall"": 0.5, ""f1"": 0.42857142857142855}"
NCT02276872,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.2, ""recall"": 0.5, ""f1"": 0.28571428571428575}","{""precision"": 0.05555555555555555, ""recall"": 0.16666666666666666, ""f1"": 0.08333333333333333}","{""precision"": 0.14285714285714285, ""recall"": 0.3333333333333333, ""f1"": 0.2}"
NCT02277548,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.25, ""recall"": 0.5, ""f1"": 0.3333333333333333}","{""precision"": 0.05555555555555555, ""recall"": 0.16666666666666666, ""f1"": 0.08333333333333333}","{""precision"": 0.25, ""recall"": 0.5, ""f1"": 0.3333333333333333}"
NCT02277691,"{""precision"": 0.391304347826087, ""recall"": 0.5294117647058824, ""f1"": 0.45}","{""precision"": 0.4666666666666667, ""recall"": 0.4117647058823529, ""f1"": 0.43749999999999994}","{""precision"": 0.42105263157894735, ""recall"": 0.47058823529411764, ""f1"": 0.4444444444444444}","{""precision"": 0.5, ""recall"": 0.5882352941176471, ""f1"": 0.5405405405405405}"
NCT02278471,"{""precision"": 0.11764705882352941, ""recall"": 0.3333333333333333, ""f1"": 0.1739130434782609}","{""precision"": 0.4166666666666667, ""recall"": 0.8333333333333334, ""f1"": 0.5555555555555556}","{""precision"": 0.16666666666666666, ""recall"": 0.5, ""f1"": 0.25}","{""precision"": 0.4166666666666667, ""recall"": 0.8333333333333334, ""f1"": 0.5555555555555556}"
NCT02278939,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.25, ""recall"": 0.5, ""f1"": 0.3333333333333333}","{""precision"": 0.0625, ""recall"": 0.16666666666666666, ""f1"": 0.09090909090909091}","{""precision"": 0.3, ""recall"": 0.5, ""f1"": 0.37499999999999994}"
NCT02279160,"{""precision"": 0.23076923076923078, ""recall"": 0.2, ""f1"": 0.21428571428571427}","{""precision"": 0.5384615384615384, ""recall"": 0.4666666666666667, ""f1"": 0.5}","{""precision"": 0.21428571428571427, ""recall"": 0.2, ""f1"": 0.20689655172413796}","{""precision"": 0.5833333333333334, ""recall"": 0.4666666666666667, ""f1"": 0.5185185185185186}"
